X,Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,vox_size,px_obs,skel_length_mm,vein_density_mm2,end_points,branch_points,areole_num,areole_pix,ariole_mmsq,MAG,Res,pix_mm,conversion,Scope,new_vox_size,skel_length_pix,skel_length_new_mm,areole_area_new_mmsq,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,IRGA_ID,IRGA_date,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,VpdL,C02R,PARi,Microcope,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA
1,31,31B,B,1,PI 257240,juncea,hybrid,7.62E-05,0.000124654,1.636363636,0.0029784,5008432,213.4784505,4.804920581,243,419,108,33844.80556,0.300232754,NA,NA,NA,NA,NA,0.0029784,71675.54743,213.4784505,0.300232754,44.42913195,2.430837499,4/20/14,4830,5933.1,0.4,NA,IRGA_5,20-Apr-14,20.130909,0.24442247,531.2636719,1127.6521,874.4997559,596.3884277,0.528876262,1.415317,399.7892,1500.643,Microscopy Core,2,206.94,174.019,184892.018,110.548,94.07,98813.645,45.991,9.479,25640.069,27.145,3.527,19098.632,85.721,51.667,5.580455264,0.19705977
2,72,72B,B,1,CGN17374,napus,hybrid,0.000103878,0.000166205,1.6,0.001399,6308715,112.2715757,9.092712945,145,466,166,31017.94578,0.060708354,10,4288,728,0.00137363,NA,0.00137363,80251.30503,110.2356001,0.058526502,11.90365805,13.94529306,4/14/14,1736.6,821.2,0.14,117.2,IRGA_3,13-Apr-14,20.016449,0.37156849,345.6181641,682.6242676,533.8911133,337.0061035,0.493691947,1.550244,400.5237,1498.228,AV,3,141.093,106.996,121689.234,89.359,41.152,59147.436,34.392,9.406,20818.753,21.164,8.377,20216.866,45.49,51.712,7.667139522,0.388139932
3,101,101B,B,1,CGN07129,oleracea,parent,0.000214681,0.000249307,1.161290323,0.001399,4296544,78.40860624,9.32414549,174,284,78,28530.42308,0.055839773,16,3216,834,0.00119904,NA,0.00119904,56046.1803,67.20161203,0.041018101,6.177128082,12.62722724,4/20/14,1437.9,224.2,0.2,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,96.411,77.852,86050.378,86.131,65.238,77372.01,32.341,12.283,19646.862,23.197,5.291,14628.805,37.153,37.338,6.125677203,NA
4,113,113B,B,1,CGN06619,nigra,parent,0.000103878,0.000221607,2.133333333,0.0029784,5023984,301.7931484,6.771659024,287,834,288,13672.05208,0.12128295,NA,NA,NA,NA,NA,0.0029784,101327.2725,301.7931484,0.12128295,44.56709166,6.462167246,4/20/14,1041.8,671.1,0.11,74.3,Berry,20-Apr-14,28.086455,0.39059258,NA,NA,NA,3.820800781,NA,1.407273,399.9086,1499.437,Aven Nelson,3,138.459,97.038,120276.277,54.738,25.634,42859.165,44.982,14.109,26622.217,31.746,7.11,19460.23,29.943,48.124,8.794558922,0.403001346
5,140,140B,B,1,PI 470241,juncea,hybrid,8.31E-05,0.000228532,2.75,0.0029784,4973469,215.0772093,4.874936141,233,443,119,29123.10084,0.258347141,NA,NA,NA,NA,NA,0.0029784,72212.3319,215.0772093,0.258347141,44.11897984,2.69725185,4/27/14,1623,1693.6,0.69,132.9,IRGA_5,26-Apr-14,16.445665,0.20232433,529.1611328,1186.270264,976.0965576,657.1091309,0.553928688,1.447135,399.985,1501.792,AV,3,213.992,165.785,173355.854,99.647,38.801,53914.753,39.242,8.524,22831.263,35.273,8.23,22123.619,38.576,48.462,7.802660966,0.290263356
6,143,143B,B,1,PI 173857,juncea,hybrid,0.000103878,0.000138504,1.333333333,0.0029784,4705294,254.2779137,6.091942963,227,676,240,16607.7375,0.147325023,NA,NA,NA,NA,NA,0.0029784,85373.99734,254.2779137,0.147325023,41.7400352,5.749875362,4/20/14,1735.8,1025.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,2,134.924,92.894,127181.645,84.689,57.613,67418.325,48.207,10.582,23561.459,37.643,11.758,23507.803,41.26,54.819,8.534272329,NA
7,157,157B,B,1,CGN06620,nigra,parent,9.00E-05,0.000228532,2.538461538,0.0029784,5026319,228.0667158,5.115002075,224,486,145,27127.83333,0.24064739,NA,NA,NA,NA,NA,0.0029784,76573.56829,228.0667158,0.24064739,44.58780514,3.252010265,4/20/14,1797.7,2417,0.72,169.1,IRGA_5,20-Apr-14,20.528558,0.28745058,484.1018066,979.3497314,740.9130859,495.2479248,0.505690571,1.395048,398.8435,1498.911,Aven Nelson,2,146.451,76.72,115236.447,61.728,13.257,43655.459,57.489,12.346,30498.711,44.233,12.346,NA,54.374,45.433,6.161348488,0.321549379
8,184,184B,B,1,CGN14031,oleracea,parent,9.70E-05,0.000193906,2,0.0029784,4991635,231.9623558,5.238520444,218,540,168,23645.08929,0.209752432,NA,NA,NA,NA,NA,0.0029784,77881.5323,231.9623558,0.209752432,44.280128,3.794026973,4/20/14,3862.7,1525,0.16,111.9,IRGA_5,20-Apr-14,21.54475,0.27720486,590.3349609,1067.908325,831.4963379,477.5733643,0.447204458,1.496128,399.4467,1500.595,Aven Nelson,3,130.517,107.517,118139.345,83.513,68.357,72993.944,30.661,9.479,21433.859,16.503,9.74,14563.484,80.796,54.116,6.020475007,0.722037534
9,191,191B,B,1,CGN03969,carinata,hybrid,0.000124654,0.000207756,1.666666667,0.0029784,5027838,227.3425658,5.097220661,222,450,131,28756.67939,0.255096666,NA,NA,NA,NA,NA,0.0029784,76330.43441,227.3425658,0.255096666,44.60127998,2.937135438,4/20/14,2820.6,3626.1,0.42,203.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,248.101,177.547,221846.626,110.548,75.287,92358.525,59.976,11.758,29977.698,40.046,8.479,19317.924,48.943,64.532,9.224223814,0.240270005
10,196,196B,B,1,CGN06627,nigra,parent,8.31E-05,0.000214681,2.583333333,0.001399,12071795,121.2076942,5.130065485,140,254,64,128091.0156,0.250699864,10,4288,728,0.00137363,NA,0.00137363,86638.80933,119.0096677,0.241689734,22.77777959,2.809755874,4/20/14,745.8,387.6,0.16,33.9,Berry,20-Apr-14,15.518111,0.1322506,NA,NA,NA,3.534667969,NA,1.517964,399.6737,1502.033,AV,3,242.21,193.122,211069.43,128.16,69.371,100572.648,41.446,6.614,21118.919,12.79,7.94,18376.99,15.244,36.507,9.35032434,0.449675516
11,198,198B,B,1,PI120923,juncea,hybrid,9.85E-05,0.00015753,1.6,0.0029784,4166699,239.3678955,6.476013222,246,603,194,17135.07732,0.152002984,10,4288,728,0.00137363,NA,0.00137363,80367.94774,110.3958241,0.032331481,7.861975079,24.67573327,4/15/14,646.7,470.3,0.1,38.5,IRGA_4,14-Apr-14,23.994796,0.34059584,327.5712891,676.4587402,470.2385254,348.8874512,0.5157557,1.41312,399.7924,1499.491,Aven Nelson,3,145.527,129.705,141053.815,92.609,47.619,20158.544,29.995,8.862,20158.544,19.036,11.464,19018.536,15.29,35.504,9.079742709,0.397142857
12,208,208B,B,1,CGN03952,carinata,hybrid,0.000145429,0.000214681,1.476190476,0.001399,12104863,259.282778,10.94405744,468,1272,414,24645.64734,0.048236486,10,4288,728,0.00137363,NA,0.00137363,NA,254.5808451,0.046502871,22.84017426,18.12595628,4/15/14,1648.8,1044.2,0.13,100.3,Berry,14-Apr-14,24.00901,0.22994752,593.9614258,1185.255005,805.4613647,591.2935791,0.498874568,1.689994,400.1991,1500.496,Aven Nelson,3,147.396,125.224,138498.518,66.19,46.746,58719.738,40.574,11.464,22095.624,23.08,10.054,22066.851,42.399,49.769,7.643303551,0.422721834
13,210,210B,B,1,CGN03976,carinata,hybrid,0.000124654,0.000166205,1.333333333,0.00152905,5100690,184.3351831,15.45738168,348,1182,442,8786.886878,0.020543688,12.5,4288,876,0.00114155,NA,0.00114155,120555.3665,137.6199786,0.011450512,6.646894817,NA,4/16/14,1389.4,357.1,0.36,92.3,IRGA_4,15-Apr-14,20.667623,0.27459552,358.5820313,715.3574219,512.5212402,356.7753906,0.498737246,1.625466,400.8623,1501.165,Microscopy Core,4,134.283,107.343,102682.412,82.883,65.79,64772.34,32.445,10.811,21058.355,23.441,5.405,11370.019,33.244,36.47,6.325270845,0.360173348
14,219,219B,B,1,CGN06897,napus,hybrid,0.00017313,0.000263158,1.52,0.001399,12199360,189.1931123,7.923787955,438,643,120,66706.55,0.130558126,10,4288,728,0.00137363,NA,0.00137363,135234.5334,185.7622121,0.125865879,23.01847681,5.213203332,4/13/14,2737.6,894.7,0.2,76.4,IRGA_4,12-Apr-14,21.554725,0.32122031,335.1577148,632.2646484,470.1743164,297.1069336,0.469909134,1.623688,399.0607,1500.524,AV,4,153.439,89.359,121105.232,112.881,88.183,94100.42,30.57,6.173,18407.317,18.519,4.262,15058.836,51.887,40.146,5.573307426,0.679149215
15,222,222B,B,1,CGN14070,oleracea,parent,0.000166205,0.000290859,1.75,0.001399,9548856,132.7836693,7.104898738,395,474,76,66025.02632,0.129224248,10,4288,728,0.00137363,NA,0.00137363,94913.27327,130.3757196,0.12457994,18.01734848,4.218156743,NA,1082.1,637.7,0.15,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,141.093,125.224,132926.01,79.385,61.754,72942.62,37.548,12.377,25559.973,20.282,9.498,14292.091,NA,NA,NA,NA
16,232,232B,B,1,CGN14113,napus,hybrid,6.93E-05,0.000166205,2.4,0.001399,12054881,197.0166967,8.350349951,397,755,183,52866.46995,0.103470308,10,4288,728,0.00137363,NA,0.00137363,140826.8025,193.4439207,0.099751595,22.74586525,8.045418276,4/17/14,1500.7,707.7,0.1,78.1,IRGA_3,17-Apr-14,23.298335,0.34857849,376.3334961,746.6560059,522.8769531,370.3225098,0.495974728,1.526847,400.0738,1499.191,Aven Nelson,2,188.569,151.789,170426.515,104.651,65.844,76270.883,36.449,8.314,20703.663,24.719,7.055,15609.399,31.537,37.353,6.651434195,0.403802817
17,249,249B,B,1,CGN07230,napus,hybrid,7.62E-05,0.00017313,2.272727273,0.001399,12108738,134.5944029,5.679272257,153,307,92,98536.06522,0.192854885,10,4288,728,0.00137363,NA,0.00137363,96207.57889,132.1536166,0.185923699,22.84748584,4.02670126,4/20/14,3161.1,2941.5,0.2,200,Berry,20-Apr-14,28.364982,0.38085596,NA,NA,NA,4.503417969,NA,1.406488,400.1411,1500.334,Aven Nelson,2,140.281,112.118,130049.551,76.725,62.616,72036.679,33.521,7.937,21024.825,15.095,5.291,14899.421,68.743,71.899,8.67178715,0.343715
18,281,281B,B,2,PI 257240,juncea,hybrid,5.54E-05,0.000180055,3.25,0.001399,12191048.71,145.156967,6.083227445,228.7755102,413.5408163,99.46938776,95366.57143,0.186651549,10,4288,728,0.00137363,NA,0.00137363,103757.6605,142.5246351,0.17994331,23.00279458,4.323833871,4/17/14,5023.7,5465.6,0.24,NA,IRGA_3,17-Apr-14,12.05909,0.14814845,474.6503906,820.0483398,646.4799805,345.3979492,0.421192182,1.542012,399.7456,1501.692,AV,3,222.222,176.367,186078.684,122.281,73.486,92412.96,32.334,6.173,21770.574,24.25,4.409,20982.055,93.98,56.058,5.782556421,0.204794073
19,322,322B,B,2,CGN17374,napus,hybrid,0.000214681,0.000290859,1.35483871,0.0029784,4970448,337.3424126,7.65084433,310,1061,388,10817.35309,0.095959296,NA,NA,NA,NA,NA,0.0029784,113262.9642,337.3424126,0.095959296,44.09218095,8.79974616,4/13/14,1456.9,546.7,0.11,59.4,IRGA_4,12-Apr-14,21.051841,0.23594443,278.3630371,513.4006348,379.6157227,235.0375977,0.457805429,1.540503,399.9178,1499.304,Aven Nelson,3,111.167,83.687,98080.339,85.864,47.046,64803.928,28.243,14.158,23576.234,19.988,11.816,16338.817,38.582,42.664,6.868615449,0.64952862
20,346,346B,B,2,PI 633094,juncea,hybrid,0.000117729,0.000242382,2.058823529,0.001399,12126637,143.8114381,6.059232575,172,367,106,84112.38679,0.164624848,10,4288,728,0.00137363,NA,0.00137363,102795.8814,141.2035066,0.158708246,22.88125873,4.632612272,4/20/14,3450.4,4496.4,0.38,306.8,IRGA_5,20-Apr-14,28.247224,0.35830475,496.3903809,1048.054565,712.3901367,551.6641846,0.526369717,1.528287,400.508,1501.516,Aven Nelson,3,155.203,125.858,142490.878,90.657,61.152,77641.848,42.475,8.23,20902.737,34.098,6.332,17775.103,72.095,74.452,8.768469498,0.234990222
21,356,356B,B,2,CGN06813,rapa,parent,3.94E-05,9.19E-05,2.333333333,0.0029784,5019223,163.1505095,3.664256749,175,231,44,62737.47727,NA,NA,NA,NA,NA,NA,0.0029784,54777.90406,163.1505095,NA,44.52485747,0.988212035,4/27/14,NA,NA,NA,NA,IRGA_5,26-Apr-14,13.854613,0.10147614,596.5883789,1210.155151,994.7047119,613.5667725,0.507014966,1.627736,400.4461,1501.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.885,64.387,6.410396479,0.217565236
22,363,363B,B,2,CGN06619,nigra,parent,8.31E-05,0.00015928,1.916666667,0.001399,11922718,139.2649986,5.968033857,140,342,108,82052.33333,0.160592909,10,4288,728,0.00137363,NA,0.00137363,99546.10338,136.739514,0.154821215,22.49649226,4.800748435,4/21/14,1321.6,1969.7,0.51,122.4,IRGA_4,20-Apr-14,17.548777,0.2041702,333.923584,658.4787598,521.8261719,324.5551758,0.492886325,1.432876,399.4184,1499.645,Aven Nelson,2,106.793,74.074,92632.252,82.011,49.383,58888.485,26.587,8.818,15771.924,22.046,7.985,16807.729,36.192,43.548,7.23872241,0.295686275
23,393,393B,B,2,PI 173857,juncea,hybrid,0.000166205,0.000242382,1.458333333,0.001399,8451589,151.0184916,9.129696281,315,597,154,40868.38411,0.079987642,10,4288,728,0.00137363,NA,0.00137363,107947.4565,148.2798646,0.077112894,15.94695995,9.657013026,4/21/14,402.5,378.8,0.08,27.3,IRGA_4,20-Apr-14,17.689356,0.20072634,310.3977051,570.4345703,442.4025879,260.0368652,0.455857479,1.510519,399.1794,1500.736,Aven Nelson,3,133.3,104.882,122113.82,76.426,47.163,68192.069,27.043,10.582,28441.098,35.449,9.479,18439.2,10.661,28.901,8.851439358,0.390512821
24,407,407B,B,2,CGN06620,nigra,parent,0.000110803,0.000152355,1.375,0.0029784,3775456,210.7747036,6.29336655,198,605,212,15097.8381,0.133930907,NA,NA,NA,NA,NA,0.0029784,70767.76241,210.7747036,0.133930907,33.49156638,6.329951774,4/18/14,1217.3,1796.4,0.47,153.1,IRGA_4,18-Apr-14,23.63184,0.32807046,266.2941895,554.5544434,408.5290527,288.2602539,0.519805147,1.419601,399.6469,1502.174,Aven Nelson,2,112.899,70.586,95388.179,72.936,47.031,55670.645,27.043,14.109,23540.463,22.371,9.406,18773.582,39.12,37.376,5.975763455,0.255519268
25,416,416B,B,2,CGN06709 ,rapa,parent,0.000145429,0.000263158,1.80952381,0.0029784,2236886,121.1189754,6.103828048,155,254,62,16725.41935,0.148368963,NA,NA,NA,NA,NA,0.0029784,40665.78546,121.1189754,0.148368963,19.84311722,3.124509084,4/17/14,1249.5,1395.3,0.18,142.8,Berry,17-Apr-14,17.029926,0.16342976,575.2314453,1139.394531,780.6353149,564.1630859,0.495142877,1.596744,399.9412,1500.93,Aven Nelson,2,180.914,131.708,156241.738,101.451,83.489,87911.25,49.397,9.479,25098.059,24.719,10.84,18419.759,31.757,43.013,7.632731751,0.222387955
